STATION,STATION_NAME,DATE,TMAX,TMIN
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801223,40,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801224,33,8
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801225,11,0
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801226,21,0
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801227,29,16
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801228,43,14
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801229,42,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801230,33,24
GHCND:USW00094823,PITTSBURGH ASOS PA US,19801231,32,23
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810101,32,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810102,28,17
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810103,20,2
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810104,5,-8
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810105,13,-2
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810106,29,5
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810107,29,1
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810108,14,-4
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810109,20,-2
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810110,15,5
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810111,13,-3
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810112,14,-5
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810113,22,3
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810114,32,19
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810115,32,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810116,27,15
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810117,17,10
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810118,29,10
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810119,38,15
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810120,39,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810121,38,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810122,33,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810123,32,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810124,36,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810125,50,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810126,52,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810127,38,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810128,36,23
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810129,29,16
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810130,25,8
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810131,30,4
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810201,42,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810202,41,8
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810203,10,2
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810204,14,5
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810205,19,0
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810206,30,15
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810207,41,14
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810208,35,12
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810209,28,9
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810210,45,20
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810211,55,3
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810212,12,-6
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810213,33,-3
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810214,45,11
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810215,54,19
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810216,52,33
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810217,51,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810218,65,45
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810219,58,46
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810220,51,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810221,40,36
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810222,63,37
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810223,55,35
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810224,39,33
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810225,39,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810226,35,29
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810227,46,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810228,55,38
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810301,38,34
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810302,37,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810303,31,21
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810304,34,19
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810305,35,30
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810306,35,22
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810307,30,17
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810308,35,26
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810309,41,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810310,42,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810311,36,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810312,51,23
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810313,52,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810314,37,20
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810315,56,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810316,44,19
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810317,35,15
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810318,31,10
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810319,27,20
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810320,33,20
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810321,38,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810322,46,23
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810323,50,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810324,48,31
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810325,50,28
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810326,60,27
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810327,46,32
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810328,65,25
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810329,75,43
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810330,64,52
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810331,73,44
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810401,69,49
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810402,64,46
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810403,78,44
GHCND:USW00094823,PITTSBURGH ASOS PA US,19810404,80,55
